二码,历史最大遗漏值,当前遗漏值,超过当前遗漏次数,超过最大遗漏次数,上次较大遗漏期数和值,出现次数,遗漏序列
12,113,11,222,0,9240至9322(82期),427,"[17, 7, 3, 21, 15, 36, 20, 8, 2, 5, 19, 3, 3, 18, 13, 57, 14, 14, 58, 38, 7, 5, 19, 41, 11, 8, 24, 12, 14, 28, 13, 30, 4, 9, 3, 45, 21, 36, 6, 23, 7, 10, 113, 76, 4, 19, 7, 4, 1, 19, 31, 40, 24, 17, 1, 22, 29, 15, 32, 17, 14, 14, 49, 3, 26, 1, 3, 77, 4, 9, 43, 30, 48, 22, 12, 27, 57, 13, 5, 5, 34, 82, 27, 12, 13, 11, 4, 2, 18, 71, 26, 29, 8, 3, 7, 13, 9, 6, 27, 32, 20, 16, 23, 54, 11, 22, 7, 2, 1, 16, 17, 15, 37, 4, 65, 38, 11, 23, 7, 11, 19, 16, 2, 43, 20, 2, 3, 11, 12, 42, 16, 3, 13, 24, 17, 9, 36, 13, 2, 30, 52, 6, 1, 9, 6, 8, 1, 33, 54, 1, 27, 6, 5, 44, 9, 1, 12, 1, 17, 14, 10, 3, 27, 17, 13, 18, 7, 9, 33, 9, 4, 18, 17, 9, 77, 4, 15, 8, 6, 6, 21, 46, 29, 3, 53, 20, 13, 8, 9, 9, 14, 15, 5, 5, 12, 1, 9, 74, 9, 3, 52, 9, 10, 17, 8, 1, 11, 54, 28, 18, 24, 13, 7, 1, 3, 46, 42, 3, 10, 12, 34, 20, 10, 5, 4, 13, 10, 30, 21, 17, 15, 33, 21, 3, 7, 9, 27, 18, 32, 15, 78, 2, 4, 8, 18, 50, 23, 29, 27, 25, 15, 4, 5, 14, 8, 7, 8, 3, 8, 6, 3, 10, 11, 37, 6, 48, 2, 18, 23, 13, 38, 15, 58, 6, 16, 15, 34, 24, 17, 13, 10, 17, 24, 15, 14, 41, 3, 20, 44, 26, 27, 20, 3, 5, 7, 6, 1, 54, 4, 53, 14, 2, 4, 27, 14, 7, 50, 11, 40, 19, 56, 1, 10, 1, 1, 4, 9, 10, 21, 6, 14, 41, 3, 5, 4, 6, 6, 22, 7, 10, 13, 69, 17, 25, 6, 2, 12, 9, 14, 1, 23, 39, 47, 14, 24, 11, 31, 9, 13, 1, 13, 4, 2, 2, 6, 17, 2, 3, 12, 5, 22, 24, 12, 43, 10, 29, 24, 2, 5, 10, 4, 6, 27, 36, 18, 5, 15, 22, 12, 31, 1, 10, 4, 8, 14, 4, 5, 6, 19, 2, 2, 21, 4, 40, 6, 14, 8, 8, 7, 54, 15, 21, 11, 25]"
49,111,14,171,0,7290至8039(106期),456,"[73, 5, 10, 22, 9, 4, 37, 16, 41, 2, 8, 3, 32, 9, 15, 21, 47, 13, 4, 6, 5, 3, 24, 13, 1, 17, 17, 1, 1, 22, 10, 17, 8, 3, 8, 3, 1, 7, 1, 6, 3, 6, 14, 30, 11, 15, 19, 28, 17, 16, 28, 6, 5, 2, 23, 3, 9, 6, 11, 6, 20, 7, 27, 12, 2, 17, 14, 5, 9, 14, 16, 13, 5, 6, 6, 2, 2, 17, 2, 4, 4, 9, 32, 106, 1, 6, 12, 8, 2, 50, 6, 9, 49, 11, 3, 1, 8, 17, 33, 22, 14, 16, 17, 5, 31, 13, 14, 11, 20, 23, 33, 5, 11, 1, 55, 8, 13, 40, 13, 6, 38, 3, 14, 41, 9, 3, 17, 9, 4, 45, 111, 21, 24, 1, 1, 6, 7, 30, 5, 5, 14, 13, 12, 17, 4, 33, 73, 5, 29, 8, 5, 13, 14, 13, 8, 1, 33, 48, 3, 19, 13, 14, 49, 37, 10, 9, 20, 10, 5, 3, 3, 37, 4, 4, 32, 31, 10, 4, 21, 36, 6, 11, 49, 87, 18, 2, 18, 3, 42, 9, 25, 19, 11, 13, 12, 11, 42, 22, 22, 17, 15, 10, 1, 8, 4, 13, 14, 7, 15, 24, 3, 12, 3, 10, 38, 10, 18, 5, 64, 20, 4, 50, 20, 2, 6, 15, 2, 3, 12, 8, 22, 1, 9, 37, 19, 53, 14, 37, 46, 34, 8, 14, 19, 13, 4, 3, 80, 26, 2, 13, 31, 4, 22, 13, 11, 10, 13, 7, 13, 3, 23, 6, 18, 12, 3, 59, 14, 17, 10, 19, 15, 3, 1, 8, 4, 2, 8, 34, 8, 6, 80, 3, 14, 32, 6, 42, 5, 4, 14, 63, 5, 4, 11, 15, 19, 8, 18, 20, 33, 10, 9, 6, 15, 14, 1, 2, 5, 57, 7, 6, 9, 38, 37, 4, 12, 9, 21, 25, 12, 3, 4, 43, 34, 73, 9, 4, 30, 14, 18, 5, 2, 8, 2, 28, 1, 10, 9, 8, 5, 44, 2, 2, 32, 23, 5, 10, 34, 4, 1, 1, 17, 19, 18, 61, 22, 1, 7, 68, 11, 17, 20, 23, 24, 30, 5, 15, 37, 27, 8, 12, 22, 16, 4, 8, 24, 2, 8, 41, 2, 11, 35, 77, 16, 16, 21, 53, 4, 24, 19, 11, 9, 1, 12, 7, 30, 35, 11, 44, 3, 1, 25, 7, 26, 30, 15, 9, 22, 4, 8, 5, 48, 45, 1, 8, 1, 24, 13, 29, 4, 23, 4, 18, 13, 7, 3, 61]"
79,110,80,6,0,23012至23104(92期),408,"[92, 12, 8, 49, 1, 9, 14, 3, 9, 5, 3, 3, 21, 32, 13, 11, 71, 26, 56, 8, 16, 3, 26, 26, 13, 5, 3, 3, 37, 29, 4, 10, 1, 6, 14, 6, 13, 27, 45, 27, 49, 1, 1, 9, 9, 4, 9, 12, 18, 51, 1, 9, 12, 16, 3, 7, 11, 3, 7, 7, 4, 9, 52, 58, 5, 2, 54, 7, 9, 2, 8, 33, 24, 7, 29, 11, 12, 2, 7, 1, 5, 2, 33, 27, 24, 14, 15, 7, 13, 20, 7, 20, 38, 8, 31, 6, 33, 21, 1, 13, 34, 32, 40, 13, 3, 6, 13, 12, 45, 17, 11, 42, 2, 5, 20, 48, 62, 15, 18, 20, 5, 19, 3, 40, 7, 5, 15, 4, 9, 16, 8, 4, 26, 21, 67, 7, 9, 32, 3, 62, 3, 17, 24, 2, 9, 6, 12, 9, 17, 3, 1, 30, 15, 3, 13, 3, 13, 10, 78, 64, 16, 110, 37, 18, 9, 33, 31, 6, 82, 4, 1, 64, 5, 4, 17, 16, 7, 19, 17, 32, 1, 2, 13, 18, 27, 1, 13, 3, 22, 27, 13, 3, 14, 19, 43, 28, 59, 25, 36, 15, 3, 10, 11, 4, 9, 18, 14, 9, 17, 2, 11, 1, 25, 13, 19, 15, 50, 12, 6, 14, 46, 13, 4, 17, 21, 11, 7, 73, 34, 6, 14, 13, 3, 14, 3, 4, 14, 9, 62, 4, 52, 30, 3, 13, 8, 4, 14, 21, 20, 1, 3, 5, 13, 13, 29, 51, 17, 6, 15, 76, 22, 58, 1, 3, 59, 27, 2, 27, 13, 14, 6, 59, 12, 20, 7, 3, 16, 18, 10, 6, 33, 13, 12, 32, 14, 37, 3, 25, 1, 26, 81, 6, 6, 29, 10, 4, 54, 12, 19, 10, 50, 7, 9, 8, 2, 25, 39, 12, 32, 1, 3, 2, 59, 2, 1, 23, 41, 13, 53, 32, 21, 9, 2, 55, 10, 10, 11, 1, 26, 20, 8, 11, 33, 39, 3, 16, 6, 5, 10, 14, 4, 4, 20, 36, 11, 1, 5, 15, 5, 1, 23, 9, 92, 11, 27, 2, 7, 11, 18, 10, 12, 86, 12, 16, 15, 16, 20, 8, 7, 5, 25, 76, 1, 41, 1, 8, 23, 47, 9, 26, 46, 3, 4, 8, 40]"
68,110,2,366,0,10275至11004(87期),443,"[23, 27, 18, 4, 42, 15, 10, 27, 8, 11, 4, 15, 32, 8, 18, 27, 12, 21, 5, 2, 6, 2, 22, 2, 1, 26, 15, 9, 5, 6, 24, 20, 56, 3, 11, 35, 7, 9, 4, 26, 3, 4, 52, 7, 20, 5, 22, 37, 4, 13, 29, 3, 17, 22, 7, 16, 6, 14, 31, 1, 2, 26, 12, 17, 43, 34, 5, 10, 26, 4, 6, 16, 33, 1, 3, 10, 41, 3, 1, 2, 1, 14, 44, 24, 16, 34, 4, 28, 7, 31, 26, 8, 11, 53, 7, 3, 8, 12, 38, 1, 31, 10, 48, 16, 2, 43, 6, 2, 8, 18, 18, 2, 1, 10, 18, 25, 19, 1, 14, 6, 30, 1, 16, 12, 13, 9, 3, 18, 26, 4, 2, 9, 12, 13, 3, 14, 11, 7, 10, 87, 8, 4, 1, 21, 6, 2, 8, 5, 11, 14, 17, 7, 1, 52, 6, 23, 11, 20, 15, 38, 3, 2, 3, 2, 8, 12, 5, 5, 1, 11, 1, 18, 21, 17, 6, 28, 18, 3, 27, 13, 10, 7, 23, 13, 4, 26, 2, 46, 13, 26, 6, 6, 7, 30, 2, 14, 36, 3, 11, 2, 110, 38, 7, 51, 27, 7, 4, 4, 82, 2, 29, 4, 9, 16, 20, 19, 4, 2, 4, 10, 1, 20, 28, 6, 20, 6, 6, 1, 1, 7, 35, 28, 8, 5, 2, 4, 35, 1, 78, 14, 30, 5, 1, 31, 10, 29, 4, 28, 19, 68, 14, 4, 71, 1, 9, 7, 2, 11, 18, 10, 3, 14, 32, 20, 12, 7, 5, 1, 7, 57, 69, 13, 19, 14, 42, 21, 25, 4, 24, 54, 16, 4, 47, 28, 7, 69, 7, 3, 3, 2, 12, 5, 18, 14, 47, 53, 54, 28, 13, 5, 37, 6, 30, 38, 51, 6, 36, 51, 1, 14, 6, 9, 5, 14, 17, 3, 8, 3, 21, 17, 31, 38, 10, 22, 8, 13, 2, 8, 2, 6, 3, 3, 14, 7, 8, 5, 7, 1, 22, 2, 8, 7, 56, 6, 19, 2, 12, 19, 2, 40, 2, 12, 24, 17, 2, 8, 32, 76, 12, 27, 11, 18, 17, 12, 15, 5, 3, 28, 41, 1, 21, 31, 23, 25, 9, 22, 2, 1, 43, 2, 20, 38, 44, 7, 36, 44, 20, 75, 65, 4, 1, 28, 3, 18, 21, 1, 32, 5, 37, 82, 2, 1, 15, 4, 35, 4, 15, 29, 10, 12, 21, 17, 11, 1, 1, 1, 20, 6, 14, 5, 6, 63, 8, 19, 3, 1, 45]"
23,109,30,72,0,13013至13113(100期),420,"[3, 8, 17, 5, 6, 23, 17, 30, 27, 35, 31, 45, 10, 14, 12, 14, 68, 2, 6, 1, 43, 35, 29, 12, 3, 5, 31, 32, 43, 5, 12, 26, 1, 109, 1, 23, 34, 41, 67, 25, 7, 21, 1, 63, 5, 5, 44, 19, 2, 2, 43, 63, 5, 21, 29, 5, 4, 8, 43, 33, 22, 11, 2, 6, 25, 1, 32, 9, 1, 24, 42, 4, 11, 24, 7, 30, 7, 11, 13, 8, 1, 21, 14, 23, 10, 10, 2, 36, 13, 57, 5, 2, 49, 38, 15, 31, 6, 10, 3, 13, 8, 3, 7, 3, 23, 2, 29, 5, 53, 20, 24, 5, 5, 24, 16, 31, 14, 1, 3, 4, 14, 20, 3, 1, 6, 8, 8, 28, 23, 15, 27, 40, 18, 9, 47, 32, 18, 30, 41, 4, 91, 7, 14, 5, 25, 15, 4, 6, 22, 7, 29, 100, 23, 10, 10, 20, 72, 5, 1, 1, 13, 5, 2, 17, 18, 32, 7, 20, 2, 38, 15, 24, 29, 9, 10, 36, 41, 32, 4, 14, 19, 2, 10, 34, 53, 1, 7, 3, 24, 25, 8, 17, 32, 11, 10, 27, 8, 7, 27, 7, 6, 8, 25, 29, 15, 11, 43, 4, 36, 7, 8, 18, 49, 17, 3, 10, 8, 8, 10, 19, 2, 4, 20, 27, 14, 43, 9, 29, 10, 24, 7, 16, 7, 10, 5, 59, 9, 19, 9, 22, 25, 17, 1, 9, 8, 1, 25, 2, 25, 15, 22, 32, 3, 21, 9, 27, 11, 14, 3, 8, 3, 2, 10, 4, 12, 5, 4, 67, 19, 5, 17, 14, 1, 6, 31, 57, 18, 29, 11, 7, 10, 5, 11, 12, 16, 32, 35, 7, 9, 18, 9, 5, 3, 2, 35, 12, 6, 13, 5, 13, 7, 6, 7, 2, 38, 19, 11, 11, 2, 3, 13, 1, 6, 15, 2, 14, 19, 24, 3, 11, 1, 51, 5, 10, 20, 12, 17, 70, 4, 88, 7, 8, 6, 2, 1, 6, 2, 34, 15, 9, 34, 4, 30, 25, 4, 18, 26, 17, 10, 1, 98, 69, 14, 24, 6, 32, 43, 21, 3, 14, 25, 52, 2, 10, 4, 44, 27, 5, 8, 7, 38, 1, 6, 27, 5, 24, 13, 26, 19, 8, 33, 10, 20, 19, 13, 9, 16, 5, 5, 7, 18, 8, 30, 40, 22, 41, 9, 63, 10]"
15,109,5,282,0,12186至12291(105期),387,"[4, 16, 38, 35, 32, 82, 68, 8, 60, 46, 5, 1, 8, 6, 12, 15, 17, 29, 4, 19, 5, 12, 53, 4, 17, 30, 19, 6, 8, 35, 15, 12, 10, 12, 48, 5, 3, 14, 57, 1, 17, 12, 7, 12, 41, 9, 64, 5, 24, 18, 17, 29, 35, 1, 4, 31, 31, 1, 72, 2, 14, 14, 3, 54, 14, 7, 7, 10, 38, 4, 27, 30, 47, 13, 3, 3, 2, 9, 24, 8, 1, 14, 13, 42, 12, 11, 1, 4, 9, 19, 7, 7, 4, 24, 109, 5, 1, 44, 8, 20, 8, 8, 10, 34, 40, 84, 15, 50, 28, 17, 20, 3, 36, 7, 45, 14, 15, 19, 81, 68, 10, 14, 48, 2, 22, 12, 35, 105, 12, 4, 21, 37, 19, 13, 1, 8, 24, 7, 16, 1, 12, 7, 3, 7, 9, 36, 18, 15, 15, 18, 2, 5, 13, 30, 26, 12, 3, 12, 10, 8, 27, 5, 77, 16, 20, 29, 48, 5, 5, 1, 72, 5, 3, 56, 19, 3, 25, 6, 3, 3, 13, 76, 45, 38, 6, 64, 5, 12, 33, 44, 54, 2, 25, 6, 12, 60, 11, 23, 18, 2, 2, 22, 8, 2, 5, 13, 66, 3, 10, 2, 11, 16, 22, 20, 21, 8, 2, 35, 6, 45, 28, 16, 69, 3, 18, 4, 7, 21, 12, 6, 5, 18, 13, 38, 4, 3, 9, 1, 15, 32, 14, 8, 38, 2, 89, 9, 14, 12, 43, 63, 32, 1, 24, 51, 90, 49, 4, 9, 19, 49, 57, 35, 5, 38, 4, 22, 36, 1, 16, 13, 4, 7, 44, 17, 2, 19, 6, 16, 33, 9, 14, 19, 9, 12, 8, 10, 30, 22, 9, 37, 25, 18, 24, 40, 10, 26, 12, 1, 5, 22, 25, 7, 34, 43, 13, 31, 38, 20, 8, 16, 3, 9, 22, 18, 9, 2, 4, 1, 13, 3, 9, 11, 19, 4, 6, 4, 14, 1, 3, 12, 25, 14, 5, 24, 12, 28, 9, 17, 15, 10, 4, 97, 4, 24, 6, 14, 20, 28, 20, 2, 1, 12, 14, 33, 42, 27, 17, 2, 5, 6, 27, 7, 11, 5, 6, 4, 5, 7, 3, 9]"
35,107,30,66,0,19176至19271(95期),423,"[11, 1, 22, 13, 50, 27, 9, 21, 7, 10, 42, 29, 11, 12, 19, 29, 14, 25, 14, 25, 30, 49, 14, 18, 33, 4, 5, 9, 36, 21, 21, 40, 8, 15, 12, 8, 3, 9, 3, 30, 21, 5, 27, 11, 10, 38, 45, 11, 23, 11, 4, 15, 3, 11, 3, 5, 5, 5, 6, 11, 3, 25, 26, 2, 3, 10, 30, 26, 47, 41, 10, 6, 9, 5, 32, 6, 35, 14, 4, 13, 11, 6, 15, 10, 2, 2, 3, 57, 3, 21, 31, 14, 18, 9, 6, 13, 25, 53, 19, 24, 4, 57, 5, 35, 14, 8, 13, 3, 43, 6, 5, 10, 3, 26, 12, 7, 11, 1, 13, 18, 26, 5, 29, 1, 16, 3, 23, 1, 19, 7, 26, 4, 7, 3, 11, 30, 9, 22, 18, 8, 22, 5, 2, 10, 37, 3, 2, 1, 11, 56, 10, 9, 8, 25, 2, 69, 9, 6, 40, 1, 3, 18, 12, 11, 95, 10, 12, 1, 3, 5, 11, 4, 52, 13, 53, 16, 11, 50, 2, 4, 6, 51, 30, 8, 2, 6, 22, 6, 72, 7, 49, 1, 5, 1, 83, 15, 5, 15, 11, 6, 16, 31, 12, 4, 53, 1, 21, 41, 5, 5, 3, 18, 5, 23, 11, 50, 16, 31, 16, 7, 26, 31, 87, 23, 7, 7, 4, 4, 27, 5, 10, 6, 10, 23, 16, 19, 17, 31, 12, 4, 36, 46, 2, 67, 5, 11, 7, 16, 17, 1, 57, 7, 13, 38, 4, 11, 28, 20, 44, 6, 35, 4, 26, 18, 28, 28, 7, 27, 8, 51, 61, 11, 13, 14, 14, 75, 7, 1, 7, 25, 27, 4, 8, 11, 57, 20, 11, 13, 6, 11, 29, 3, 2, 95, 37, 20, 20, 3, 31, 31, 29, 11, 13, 10, 49, 3, 6, 23, 8, 1, 26, 14, 14, 8, 17, 3, 32, 7, 16, 8, 7, 2, 16, 16, 7, 15, 10, 8, 7, 11, 25, 17, 2, 19, 44, 8, 3, 1, 23, 9, 18, 23, 11, 17, 50, 16, 6, 29, 12, 10, 5, 50, 7, 5, 4, 9, 2, 25, 27, 12, 2, 15, 80, 32, 12, 6, 9, 14, 39, 16, 12, 14, 12, 13, 8, 10, 39, 5, 23, 14, 26, 40, 10, 1, 8, 107, 16, 6, 13, 7, 5, 23, 16, 26, 9, 66, 4, 6, 10, 51, 6, 15]"
08,102,8,252,0,5117至5203(86期),447,"[38, 2, 15, 8, 11, 1, 1, 57, 27, 86, 7, 30, 11, 19, 5, 3, 3, 15, 5, 4, 40, 20, 11, 26, 39, 8, 11, 7, 1, 16, 66, 1, 4, 13, 11, 15, 5, 9, 22, 44, 51, 32, 80, 3, 8, 20, 23, 12, 3, 7, 15, 36, 4, 30, 2, 3, 4, 7, 4, 13, 2, 10, 2, 5, 1, 3, 10, 5, 59, 27, 7, 15, 1, 4, 3, 4, 7, 6, 8, 9, 1, 15, 32, 15, 18, 6, 7, 14, 28, 26, 4, 9, 20, 3, 1, 4, 14, 12, 23, 13, 8, 58, 6, 17, 7, 4, 11, 12, 3, 12, 5, 19, 5, 29, 3, 4, 8, 12, 21, 16, 5, 68, 12, 8, 2, 10, 5, 7, 39, 24, 45, 27, 21, 7, 67, 21, 27, 55, 16, 26, 35, 43, 13, 18, 18, 51, 9, 17, 23, 56, 1, 28, 8, 12, 22, 7, 33, 5, 16, 14, 43, 21, 49, 10, 5, 22, 15, 2, 45, 2, 28, 68, 3, 3, 5, 8, 2, 34, 50, 5, 36, 13, 14, 7, 11, 8, 1, 23, 17, 22, 4, 6, 18, 34, 4, 8, 4, 4, 21, 43, 12, 16, 13, 3, 21, 38, 21, 3, 3, 29, 16, 38, 22, 1, 62, 11, 73, 102, 8, 19, 68, 14, 4, 6, 5, 29, 19, 12, 28, 2, 5, 1, 5, 49, 1, 26, 26, 5, 2, 31, 14, 55, 8, 7, 15, 16, 16, 16, 8, 7, 24, 13, 2, 12, 6, 29, 14, 6, 11, 4, 6, 5, 6, 27, 27, 3, 6, 37, 6, 9, 2, 17, 15, 7, 14, 9, 39, 3, 40, 3, 3, 6, 20, 11, 14, 2, 3, 5, 33, 47, 30, 27, 26, 7, 12, 12, 2, 3, 33, 6, 15, 18, 38, 17, 4, 2, 1, 42, 14, 28, 3, 8, 6, 38, 8, 3, 2, 16, 51, 15, 28, 44, 21, 15, 16, 23, 1, 23, 10, 1, 25, 6, 23, 1, 18, 22, 29, 7, 16, 12, 30, 12, 45, 25, 2, 18, 40, 2, 8, 9, 10, 14, 9, 20, 28, 2, 11, 57, 13, 41, 1, 2, 7, 12, 18, 16, 1, 10, 4, 5, 1, 17, 4, 13, 2, 38, 1, 3, 17, 19, 6, 26, 74, 52, 5, 29, 26, 12, 5, 11, 9, 7, 7, 27, 18, 4, 12, 16, 2, 41, 1, 13, 22, 1, 54, 18, 53, 11, 16, 26, 16, 20, 1, 23, 38, 1, 8, 4, 26, 46, 13]"
58,101,3,317,0,20036至20128(92期),409,"[14, 42, 28, 21, 31, 27, 31, 47, 9, 5, 12, 16, 14, 17, 18, 15, 2, 1, 15, 20, 3, 28, 1, 4, 16, 81, 101, 8, 27, 31, 6, 32, 5, 10, 15, 25, 20, 21, 3, 29, 17, 8, 15, 5, 2, 12, 4, 40, 19, 2, 2, 47, 16, 52, 4, 6, 1, 31, 28, 33, 6, 7, 30, 37, 24, 6, 2, 4, 16, 7, 23, 16, 6, 42, 2, 11, 35, 1, 6, 51, 37, 13, 16, 26, 88, 5, 56, 9, 16, 13, 1, 1, 3, 5, 11, 39, 77, 6, 10, 16, 6, 3, 3, 16, 2, 28, 16, 8, 40, 31, 1, 13, 13, 20, 34, 8, 1, 9, 3, 37, 1, 24, 22, 1, 4, 18, 16, 12, 5, 38, 16, 4, 18, 51, 39, 13, 1, 2, 4, 19, 15, 73, 37, 61, 17, 1, 39, 7, 29, 31, 3, 16, 7, 16, 11, 65, 15, 7, 22, 21, 5, 3, 13, 38, 2, 8, 33, 11, 20, 3, 3, 15, 6, 32, 59, 3, 21, 6, 2, 20, 29, 14, 32, 6, 16, 1, 6, 3, 26, 28, 77, 37, 34, 8, 30, 25, 9, 6, 50, 65, 21, 19, 14, 1, 9, 5, 22, 1, 10, 14, 2, 1, 5, 22, 8, 1, 3, 19, 4, 4, 20, 6, 1, 1, 7, 13, 30, 4, 3, 35, 13, 16, 8, 5, 3, 22, 26, 69, 48, 3, 8, 1, 15, 79, 52, 25, 46, 21, 16, 3, 13, 16, 30, 46, 5, 44, 1, 56, 3, 2, 14, 11, 7, 17, 8, 13, 41, 6, 24, 19, 6, 20, 3, 4, 46, 22, 29, 4, 2, 18, 9, 19, 25, 11, 78, 22, 7, 3, 53, 25, 3, 92, 14, 22, 15, 21, 11, 10, 31, 32, 11, 12, 33, 8, 5, 9, 13, 10, 2, 21, 9, 13, 49, 79, 12, 56, 8, 30, 12, 5, 41, 2, 10, 7, 22, 6, 27, 5, 14, 8, 46, 9, 21, 76, 22, 11, 13, 3, 4, 13, 6, 4, 8, 17, 3, 38, 2, 3, 1, 18, 3, 25, 25, 10, 13, 14, 39, 2, 15, 6, 58, 22, 1, 3, 42, 23, 26, 60, 31, 12, 6, 3, 11, 1, 19, 11, 17, 1, 6, 5, 55, 24, 29, 27, 1, 28, 20]"
89,100,26,99,0,15235至15334(99期),414,"[13, 37, 12, 36, 5, 4, 41, 1, 21, 3, 8, 7, 7, 34, 2, 2, 15, 19, 1, 15, 11, 7, 14, 11, 56, 1, 17, 22, 3, 2, 7, 32, 20, 14, 20, 5, 34, 4, 1, 22, 16, 2, 1, 4, 2, 17, 54, 4, 15, 9, 18, 17, 3, 26, 16, 44, 24, 12, 1, 7, 6, 15, 4, 3, 21, 30, 11, 23, 1, 19, 38, 8, 64, 10, 18, 35, 54, 9, 3, 4, 4, 35, 16, 26, 29, 54, 17, 34, 2, 13, 14, 9, 25, 28, 54, 3, 7, 3, 12, 4, 6, 2, 34, 4, 15, 22, 25, 52, 4, 7, 23, 2, 67, 9, 10, 6, 33, 6, 52, 25, 12, 8, 32, 24, 10, 28, 4, 7, 1, 5, 21, 5, 2, 7, 4, 29, 61, 8, 15, 49, 29, 23, 2, 40, 2, 24, 49, 4, 11, 31, 5, 36, 9, 42, 26, 2, 4, 3, 14, 32, 1, 5, 7, 73, 1, 66, 32, 34, 44, 9, 11, 10, 7, 13, 4, 15, 14, 15, 1, 34, 9, 22, 31, 1, 8, 7, 29, 87, 23, 13, 13, 7, 42, 18, 5, 2, 7, 34, 23, 36, 19, 39, 7, 6, 4, 30, 3, 71, 35, 39, 18, 3, 1, 2, 99, 17, 28, 11, 29, 12, 46, 11, 16, 12, 3, 3, 1, 19, 10, 3, 12, 4, 1, 33, 18, 41, 36, 13, 5, 6, 52, 3, 18, 25, 6, 20, 24, 17, 10, 13, 5, 10, 15, 17, 49, 1, 4, 5, 4, 4, 6, 20, 33, 15, 21, 28, 15, 100, 16, 17, 30, 11, 1, 5, 32, 10, 1, 4, 15, 24, 57, 7, 35, 6, 34, 16, 5, 1, 22, 1, 19, 3, 35, 2, 40, 7, 1, 2, 12, 31, 22, 13, 4, 26, 17, 57, 9, 21, 85, 43, 7, 40, 7, 26, 38, 11, 2, 13, 1, 16, 45, 1, 5, 5, 42, 10, 1, 12, 2, 39, 3, 37, 1, 72, 31, 44, 47, 62, 4, 10, 3, 17, 11, 1, 2, 36, 3, 6, 1, 21, 4, 34, 16, 5, 2, 1, 6, 46, 17, 51, 25, 15, 30, 15, 5, 36, 7, 17, 1, 13, 5, 17, 42, 32, 8, 5, 8, 25, 15, 50, 22, 4, 14, 24, 10, 3, 21, 15, 19, 54, 35, 7, 11, 1]"
19,94,11,215,0,11048至11134(86期),410,"[16, 1, 1, 33, 25, 15, 6, 5, 3, 17, 34, 21, 9, 13, 16, 15, 10, 44, 12, 24, 10, 21, 43, 1, 37, 7, 1, 37, 1, 28, 12, 23, 16, 4, 6, 33, 25, 16, 21, 2, 13, 9, 23, 2, 6, 13, 5, 2, 3, 9, 36, 1, 11, 6, 6, 10, 24, 1, 5, 5, 14, 4, 14, 10, 23, 2, 11, 17, 24, 10, 4, 15, 6, 7, 44, 13, 30, 10, 7, 10, 13, 12, 24, 4, 47, 6, 1, 17, 39, 16, 10, 15, 7, 49, 9, 9, 30, 21, 11, 19, 1, 77, 6, 24, 17, 3, 2, 26, 5, 2, 20, 1, 37, 8, 42, 73, 7, 48, 1, 9, 23, 18, 22, 36, 8, 4, 18, 26, 9, 4, 75, 7, 39, 22, 13, 1, 4, 12, 86, 64, 25, 8, 36, 66, 4, 9, 44, 9, 81, 26, 25, 16, 32, 14, 2, 2, 26, 6, 14, 49, 19, 1, 7, 94, 3, 10, 17, 18, 4, 3, 2, 57, 6, 1, 29, 22, 3, 2, 16, 37, 11, 6, 50, 6, 4, 6, 9, 6, 4, 67, 4, 35, 31, 9, 22, 27, 71, 3, 22, 2, 4, 9, 6, 2, 32, 3, 42, 3, 13, 14, 1, 16, 10, 33, 4, 10, 12, 16, 14, 12, 36, 62, 20, 4, 13, 18, 8, 18, 9, 20, 4, 45, 9, 3, 3, 45, 23, 13, 25, 12, 10, 13, 27, 15, 7, 9, 35, 28, 20, 4, 14, 47, 5, 11, 57, 3, 25, 48, 21, 3, 8, 4, 15, 5, 2, 11, 2, 47, 20, 55, 23, 23, 5, 6, 13, 10, 46, 7, 10, 13, 31, 6, 39, 20, 41, 28, 5, 41, 74, 2, 3, 27, 11, 51, 4, 32, 61, 29, 25, 16, 3, 7, 2, 28, 6, 45, 11, 3, 1, 3, 52, 9, 14, 39, 11, 36, 20, 47, 10, 5, 13, 43, 7, 9, 12, 4, 54, 35, 22, 12, 3, 47, 20, 12, 16, 21, 7, 25, 33, 24, 1, 3, 13, 6, 28, 41, 24, 5, 6, 32, 17, 2, 43, 10, 3, 23, 42, 23, 5, 11, 61, 15, 8, 3, 19, 20, 13, 18, 23, 2, 7, 4, 14, 34, 31, 12, 11, 30, 59, 3, 16, 43, 16, 12, 19, 2, 23, 11, 21, 2, 15, 9]"
